data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2026-02-20 18:02:34.695790;988;Natal;Clara Neves;Smartwatch QCY;Peter Fletcher;masculino;cartão de crédito
2026-02-20 19:49:34.666104;989;São Paulo;Maurício Peçanha;Geladeira Eletrolux;Constance Haygood;feminino;pix
2026-02-21 09:52:33.723289;990;Salvador;Francisco José;Geladeira Eletrolux;Fawn Hickman;feminino;pix
2026-02-21 10:49:35.311797;991;Recife;Fernanda Costa;Smartphone Samsung Galaxy;Mary Haley;feminino;pix
2026-02-21 11:06:34.668423;992;Recife;Fernanda Costa;PlayStation 5;John Vanlandingham;masculino;boleto
2026-02-21 11:07:36.211396;993;Fortaleza;Ana Oliveira;Geladeira Eletrolux;Mara Steinman;feminino;dinheiro
2026-02-21 12:06:32.545816;994;Recife;Carlos Silva;Smartphone Samsung Galaxy;Mary Robertson;feminino;cartão de crédito
2026-02-21 12:18:35.415805;995;Recife;Carlos Silva;Smartwatch QCY;Monica Jenkins;feminino;cartão de crédito
2026-02-21 13:56:34.854849;996;Recife;Carlos Silva;SmartTV OLED 4k TCL;Thomas Faustini;masculino;dinheiro
2026-02-21 15:30:34.265482;997;Fortaleza;Matheus Pereira;SmartTV OLED 4k TCL;Harold Piatt;masculino;pix
2026-02-21 18:03:35.737200;998;São Paulo;Maurício Peçanha;Geladeira Eletrolux;Billie Briggs;feminino;boleto
2026-02-22 10:25:33.757040;999;Salvador;Carla Montenegro;PlayStation 5;Carol Plumer;feminino;pix
2026-02-22 11:48:33.822671;1000;Natal;João Pedro;Smartwatch QCY;Roxanne Genovese;feminino;cartão de crédito
2026-02-22 12:40:35.834182;1001;Recife;Carlos Silva;Smartphone Samsung Galaxy;Pat Williams;masculino;cartão de crédito
2026-02-22 14:07:34.831928;1002;Natal;João Pedro;SmartTV OLED 4k TCL;Shannon Chapman;feminino;pix
2026-02-22 14:30:34.075009;1003;São Paulo;Floriana Peixoto;Geladeira Eletrolux;Jeanne Linn;feminino;boleto
2026-02-22 16:49:35.296527;1004;Natal;Clara Neves;SmartTV OLED 4k TCL;Michelle Hernandez;feminino;dinheiro
2026-02-22 17:36:34.244069;1005;Fortaleza;Matheus Pereira;Smartwatch QCY;Sidney Ealy;masculino;boleto
2026-02-22 18:16:34.577812;1006;Salvador;Carla Montenegro;SmartTV OLED 4k TCL;Nancy Whittaker;feminino;cartão de crédito
2026-02-22 19:37:35.379009;1007;Natal;João Pedro;Smartwatch QCY;Gail Muise;feminino;dinheiro
2026-02-23 10:30:34.995322;1008;Fortaleza;Matheus Pereira;Smartwatch QCY;Christopher Burkhalter;masculino;dinheiro
2026-02-23 10:35:32.203921;1009;São Paulo;Floriana Peixoto;Smartwatch QCY;Mary Hill;feminino;dinheiro
2026-02-23 12:07:32.480650;1010;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;Lisa Roberson;feminino;boleto
2026-02-23 12:54:33.971484;1011;Salvador;Francisco José;PlayStation 5;Jeanette Clover;feminino;dinheiro
2026-02-23 16:05:33.534650;1012;Salvador;Carla Montenegro;Smartwatch QCY;Ralph Hyde;masculino;cartão de crédito
2026-02-23 16:32:34.824462;1013;Natal;João Pedro;SmartTV OLED 4k TCL;Meghan Vidal;feminino;cartão de crédito
2026-02-23 17:33:32.998898;1014;Fortaleza;Ana Oliveira;Smartphone Samsung Galaxy;Daniel Ferguson;masculino;dinheiro
2026-02-23 18:09:34.773985;1015;Recife;Carlos Silva;Smartphone Samsung Galaxy;Reiko Bissonette;feminino;pix
2026-02-23 18:56:35.046382;1016;São Paulo;Maurício Peçanha;Smartwatch QCY;Maricela Evenson;feminino;cartão de crédito
2026-02-23 19:08:33.150407;1017;Fortaleza;Matheus Pereira;Smartwatch QCY;Robert Porcher;masculino;pix
2026-02-24 14:21:33.299427;1018;Salvador;Francisco José;Smartphone Samsung Galaxy;Beulah Maltas;feminino;pix
2026-02-24 14:45:34.338304;1019;Recife;Carlos Silva;Smartwatch QCY;Tonya Mays;feminino;cartão de crédito
2026-02-24 17:39:32.876992;1020;São Paulo;Maurício Peçanha;Smartwatch QCY;Adolfo Monson;masculino;dinheiro
2026-02-24 20:39:32.363181;1021;São Paulo;Maurício Peçanha;Smartwatch QCY;Leroy Hall;masculino;cartão de crédito
2026-02-25 10:10:32.358963;1022;Salvador;Francisco José;Smartphone Samsung Galaxy;Anthony Carter;masculino;boleto
2026-02-25 13:26:35.090747;1023;Natal;João Pedro;PlayStation 5;Herb Guzman;masculino;boleto
2026-02-25 13:50:33.643929;1024;Salvador;Carla Montenegro;Smartwatch QCY;Lisa Williams;feminino;dinheiro
2026-02-25 17:39:33.961847;1025;São Paulo;Maurício Peçanha;Smartphone Samsung Galaxy;Leslie Vanwinkle;masculino;dinheiro
2026-02-25 19:57:32.716490;1026;Natal;Clara Neves;Smartphone Samsung Galaxy;Donna Pope;feminino;dinheiro
2026-02-25 20:25:35.782829;1027;Recife;Carlos Silva;PlayStation 5;Gary Lopez;masculino;pix
2026-02-26 10:08:32.422864;1028;Fortaleza;Matheus Pereira;PlayStation 5;Kathryn Alexander;feminino;boleto
2026-02-26 10:43:34.068012;1029;Fortaleza;Ana Oliveira;SmartTV OLED 4k TCL;Jeff Fernandez;masculino;dinheiro
2026-02-26 13:39:35.849339;1030;Fortaleza;Ana Oliveira;SmartTV OLED 4k TCL;Nicholas Coleman;masculino;pix
2026-02-26 15:03:33.805067;1031;Natal;João Pedro;Smartphone Samsung Galaxy;Justin Richey;masculino;boleto
2026-02-26 15:04:36.154638;1032;Recife;Fernanda Costa;Smartphone Samsung Galaxy;Laura Craig;feminino;cartão de crédito
2026-02-26 19:59:32.745574;1033;Salvador;Francisco José;Smartphone Samsung Galaxy;Aimee Middleton;feminino;dinheiro
2026-02-27 10:38:35.363436;1034;Recife;Carlos Silva;PlayStation 5;Wayne Poquette;masculino;dinheiro
2026-02-27 12:36:32.238581;1035;Salvador;Carla Montenegro;Smartphone Samsung Galaxy;Alexis Bradford;feminino;dinheiro
2026-02-27 12:37:35.483849;1036;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;Brian Dempsey;masculino;cartão de crédito
2026-02-27 13:49:35.139904;1037;Recife;Carlos Silva;SmartTV OLED 4k TCL;Veronica Ramos;feminino;pix
2026-02-27 16:03:33.722361;1038;Fortaleza;Ana Oliveira;Smartwatch QCY;Pamela Chambers;feminino;cartão de crédito
2026-02-27 16:07:35.249049;1039;Natal;Clara Neves;PlayStation 5;Stacey Alvarez;masculino;boleto
2026-02-27 20:30:35.772596;1040;Salvador;Carla Montenegro;PlayStation 5;Jolynn Nagel;feminino;boleto
2026-02-28 11:43:33.189679;1041;São Paulo;Maurício Peçanha;PlayStation 5;Allen Spilis;masculino;dinheiro
2026-02-28 11:49:33.277620;1042;Salvador;Carla Montenegro;SmartTV OLED 4k TCL;Anthony Chavez;masculino;boleto
2026-02-28 12:20:34.450614;1043;Recife;Carlos Silva;Smartwatch QCY;Felicia Witt;feminino;boleto
2026-02-28 19:05:33.656744;1044;São Paulo;Maurício Peçanha;Smartwatch QCY;Dorothy Hokenson;feminino;cartão de crédito
2026-03-01 12:02:32.368931;1045;Fortaleza;Ana Oliveira;PlayStation 5;Jared Bennett;masculino;dinheiro
2026-03-01 12:16:32.471564;1046;Salvador;Carla Montenegro;SmartTV OLED 4k TCL;Mary Williams;feminino;pix
2026-03-01 15:33:35.843647;1047;Recife;Fernanda Costa;Smartphone Samsung Galaxy;Adam Sandoval;masculino;dinheiro
2026-03-01 17:55:33.461087;1048;São Paulo;Floriana Peixoto;PlayStation 5;Jo Fitzsimmons;feminino;pix
2026-03-01 18:22:35.708249;1049;Fortaleza;Matheus Pereira;SmartTV OLED 4k TCL;William Williams;masculino;pix
2026-03-01 18:33:33.554347;1050;Natal;João Pedro;SmartTV OLED 4k TCL;Carlos Rodriguez;masculino;boleto
2026-03-02 12:53:33.086855;1051;São Paulo;Maurício Peçanha;Geladeira Eletrolux;Harry Kuhns;masculino;dinheiro
2026-03-02 14:03:33.764573;1052;Natal;Clara Neves;Smartwatch QCY;Ashely Mccormick;feminino;pix
2026-03-02 14:09:33.696241;1053;Natal;Clara Neves;SmartTV OLED 4k TCL;Brian Cote;masculino;pix
2026-03-02 17:44:36.224178;1054;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;Herman Wright;masculino;cartão de crédito
2026-03-02 18:30:33.638999;1055;Salvador;Carla Montenegro;Geladeira Eletrolux;Chester Raya;masculino;boleto
2026-03-02 19:41:33.218360;1056;Recife;Carlos Silva;SmartTV OLED 4k TCL;Barry Cummings;masculino;cartão de crédito
2026-03-03 09:54:36.296012;1057;Salvador;Carla Montenegro;PlayStation 5;Kyle Bradford;masculino;dinheiro
2026-03-03 10:25:34.322006;1058;Natal;Clara Neves;SmartTV OLED 4k TCL;Terry Lynum;masculino;cartão de crédito
2026-03-03 14:14:33.496226;1059;Recife;Fernanda Costa;SmartTV OLED 4k TCL;James Matthews;masculino;boleto
2026-03-03 14:24:36.225128;1060;Fortaleza;Matheus Pereira;SmartTV OLED 4k TCL;Elizabeth Thomas;feminino;boleto
2026-03-03 15:36:34.043185;1061;Fortaleza;Ana Oliveira;SmartTV OLED 4k TCL;Barb Laskowski;feminino;pix
2026-03-03 17:48:32.689422;1062;Fortaleza;Ana Oliveira;SmartTV OLED 4k TCL;John Alejandro;masculino;pix
2026-03-03 18:42:34.340041;1063;Natal;João Pedro;Smartwatch QCY;Kimberly Hampton;feminino;pix
2026-03-04 10:46:34.942327;1064;São Paulo;Maurício Peçanha;Geladeira Eletrolux;Bradley Meadows;masculino;pix
2026-03-04 10:58:36.218335;1065;Recife;Carlos Silva;Smartphone Samsung Galaxy;Sonya Medina;feminino;dinheiro
2026-03-04 11:11:35.412925;1066;Natal;Clara Neves;Smartphone Samsung Galaxy;Sierra Light;feminino;pix
2026-03-04 15:31:32.280989;1067;Recife;Carlos Silva;SmartTV OLED 4k TCL;Jessica Speece;feminino;dinheiro
2026-03-04 15:55:33.078148;1068;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Charlene Bovell;feminino;boleto
2026-03-04 17:45:35.411795;1069;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Ryan Shifflett;masculino;pix
2026-03-04 18:08:33.545153;1070;Natal;Clara Neves;SmartTV OLED 4k TCL;Brittany Phillips;feminino;cartão de crédito
2026-03-04 18:35:32.364598;1071;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Erin Jones;feminino;cartão de crédito
2026-03-04 19:55:35.353157;1072;Natal;João Pedro;Smartwatch QCY;Gary Keppler;masculino;pix
2026-03-05 14:34:33.644009;1073;Natal;João Pedro;Smartwatch QCY;Theodore Winston;masculino;dinheiro
2026-03-05 14:48:36.298224;1074;Salvador;Francisco José;PlayStation 5;Taylor Leatherman;feminino;pix
2026-03-05 15:13:34.063799;1075;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;Cassandra White;feminino;boleto
2026-03-05 17:40:32.616248;1076;São Paulo;Maurício Peçanha;Smartwatch QCY;Sheryl Edmond;feminino;pix
2026-03-06 11:27:36.269334;1077;Natal;Clara Neves;PlayStation 5;Marcus Lebow;masculino;boleto
2026-03-06 11:41:32.310264;1078;Natal;Clara Neves;Geladeira Eletrolux;Thomas Pena;masculino;cartão de crédito
2026-03-06 15:17:34.828530;1079;Fortaleza;Matheus Pereira;SmartTV OLED 4k TCL;Alyssa Nash;feminino;dinheiro
2026-03-06 17:35:34.527433;1080;Natal;João Pedro;Smartphone Samsung Galaxy;Heather Devoe;feminino;pix
2026-03-06 17:46:35.990145;1081;Recife;Fernanda Costa;SmartTV OLED 4k TCL;Robyn Wexler;feminino;cartão de crédito
2026-03-06 20:42:35.010474;1082;Salvador;Francisco José;SmartTV OLED 4k TCL;Cassandra Bowker;feminino;dinheiro
2026-03-07 10:28:36.268739;1083;Salvador;Carla Montenegro;PlayStation 5;Tisha Giles;feminino;cartão de crédito
2026-03-07 12:57:36.388512;1084;Salvador;Francisco José;Smartwatch QCY;William Brown;masculino;cartão de crédito
2026-03-07 13:09:34.178595;1085;Salvador;Carla Montenegro;Smartwatch QCY;Albert Chouinard;masculino;cartão de crédito
2026-03-07 15:04:34.428207;1086;Fortaleza;Ana Oliveira;Smartphone Samsung Galaxy;Donna Henry;feminino;cartão de crédito
2026-03-07 16:05:34.297819;1087;Fortaleza;Ana Oliveira;Smartphone Samsung Galaxy;John Hicks;masculino;pix
2026-03-08 11:37:32.287489;1088;São Paulo;Floriana Peixoto;PlayStation 5;Vanessa Arnold;feminino;pix
2026-03-08 12:17:35.140166;1089;São Paulo;Floriana Peixoto;PlayStation 5;Miguel Overbaugh;masculino;cartão de crédito
2026-03-08 13:22:32.545432;1090;São Paulo;Floriana Peixoto;Smartwatch QCY;Shaun Sharp;masculino;pix
2026-03-08 13:49:36.509966;1091;Recife;Fernanda Costa;PlayStation 5;Douglas Lawrence;masculino;dinheiro
2026-03-08 15:32:36.084961;1092;Recife;Fernanda Costa;Smartphone Samsung Galaxy;Barbara Chadwick;feminino;boleto
2026-03-08 19:27:32.753929;1093;Fortaleza;Ana Oliveira;PlayStation 5;Rafael Stuber;masculino;pix
2026-03-08 20:24:34.448155;1094;Recife;Carlos Silva;Geladeira Eletrolux;Josephine Galvan;feminino;pix
2026-03-09 10:17:33.797962;1095;Fortaleza;Matheus Pereira;Geladeira Eletrolux;Terry Davis;masculino;boleto
2026-03-09 10:27:34.215711;1096;São Paulo;Floriana Peixoto;PlayStation 5;Shanta Whittle;feminino;cartão de crédito
2026-03-09 12:21:35.945489;1097;Fortaleza;Matheus Pereira;Smartphone Samsung Galaxy;Barbara Drake;feminino;dinheiro
2026-03-09 13:00:33.996778;1098;Fortaleza;Ana Oliveira;SmartTV OLED 4k TCL;Andrew Heling;masculino;dinheiro
2026-03-09 17:11:34.284221;1099;Natal;Clara Neves;SmartTV OLED 4k TCL;Alexander Young;masculino;boleto
2026-03-09 17:42:35.433096;1100;São Paulo;Maurício Peçanha;Smartphone Samsung Galaxy;James Dillon;masculino;boleto
2026-03-09 17:48:32.813158;1101;Fortaleza;Matheus Pereira;Geladeira Eletrolux;Kimberly Simpson;feminino;boleto
2026-03-10 10:25:33.218553;1102;Recife;Fernanda Costa;PlayStation 5;Lena Emerick;feminino;pix
2026-03-10 13:43:35.584692;1103;Fortaleza;Matheus Pereira;PlayStation 5;Roy Alston;masculino;boleto
2026-03-10 17:44:35.684619;1104;Salvador;Carla Montenegro;Smartwatch QCY;Dennis Stanley;masculino;cartão de crédito
2026-03-10 18:54:36.062934;1105;Salvador;Francisco José;PlayStation 5;Elsie Seiberling;feminino;boleto
2026-03-10 18:58:34.623859;1106;Salvador;Carla Montenegro;Smartwatch QCY;Patricia Leider;feminino;boleto
2026-03-11 11:07:33.976334;1107;São Paulo;Floriana Peixoto;PlayStation 5;Ronald Price;masculino;boleto
2026-03-11 11:56:35.601599;1108;Natal;Clara Neves;Smartwatch QCY;Richard Debartolo;masculino;boleto
2026-03-11 14:07:34.747230;1109;Fortaleza;Matheus Pereira;Smartphone Samsung Galaxy;Dorothy Metzler;feminino;boleto
2026-03-11 15:37:32.471853;1110;Salvador;Carla Montenegro;PlayStation 5;Mary Gomez;feminino;pix
2026-03-11 16:43:32.219270;1111;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;William Shinabery;masculino;dinheiro
2026-03-11 18:36:33.064663;1112;Fortaleza;Matheus Pereira;SmartTV OLED 4k TCL;Jennifer Hardy;feminino;boleto
2026-03-12 10:40:33.217029;1113;Salvador;Francisco José;PlayStation 5;Anna Horning;feminino;pix
2026-03-12 19:39:35.395647;1114;Natal;João Pedro;Geladeira Eletrolux;Russell Brinkly;masculino;boleto
2026-03-12 19:40:32.543086;1115;Salvador;Francisco José;PlayStation 5;Joann Clinton;feminino;cartão de crédito
2026-03-13 10:39:34.008873;1116;Natal;João Pedro;Smartphone Samsung Galaxy;Ashley Terry;feminino;cartão de crédito
2026-03-13 13:37:32.632383;1117;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;Charles Stiegman;masculino;boleto
2026-03-13 14:05:36.395532;1118;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;Daniel Johnson;masculino;boleto
2026-03-13 14:23:34.799225;1119;Natal;João Pedro;Smartwatch QCY;Catherine Russell;feminino;pix
2026-03-13 14:39:35.135052;1120;São Paulo;Maurício Peçanha;PlayStation 5;Donovan Blair;masculino;boleto
2026-03-13 14:44:32.721582;1121;São Paulo;Floriana Peixoto;Smartwatch QCY;Teresa Hayes;feminino;pix
2026-03-13 17:15:33.668782;1122;Recife;Fernanda Costa;SmartTV OLED 4k TCL;Michael Stephens;masculino;cartão de crédito
2026-03-13 18:55:34.148839;1123;Natal;Clara Neves;SmartTV OLED 4k TCL;Shelby Hirz;feminino;boleto
2026-03-14 14:21:36.119579;1124;Salvador;Carla Montenegro;Smartwatch QCY;Micheal Miller;feminino;pix
2026-03-14 17:04:35.491622;1125;Fortaleza;Ana Oliveira;Smartwatch QCY;Mario Frye;masculino;pix
2026-03-14 18:02:34.275744;1126;Natal;João Pedro;Geladeira Eletrolux;Rebecca Cobb;feminino;boleto
2026-03-14 19:23:36.383778;1127;São Paulo;Floriana Peixoto;Smartphone Samsung Galaxy;Catherine Maio;feminino;pix
2026-03-14 20:15:32.310430;1128;Recife;Fernanda Costa;Smartphone Samsung Galaxy;Allison Bennett;feminino;dinheiro
2026-03-15 12:24:33.358776;1129;Recife;Carlos Silva;Smartwatch QCY;Mary Porter;feminino;boleto
2026-03-15 12:51:34.148297;1130;Fortaleza;Ana Oliveira;Smartwatch QCY;Leah Young;feminino;cartão de crédito
2026-03-15 17:31:33.717737;1131;São Paulo;Maurício Peçanha;PlayStation 5;Louis Miyamoto;masculino;dinheiro
2026-03-15 18:23:34.238072;1132;Natal;João Pedro;Smartphone Samsung Galaxy;Domingo Peters;masculino;pix
2026-03-16 10:44:35.905541;1133;Recife;Carlos Silva;SmartTV OLED 4k TCL;Jason Morris;masculino;pix
2026-03-16 12:31:35.022187;1134;Salvador;Francisco José;Geladeira Eletrolux;Patsy Davis;feminino;cartão de crédito
2026-03-16 15:31:34.268192;1135;Recife;Fernanda Costa;Smartwatch QCY;Sarah Reeves;feminino;pix
2026-03-17 11:03:35.942425;1136;Recife;Fernanda Costa;Geladeira Eletrolux;Amanda Hawkins;feminino;pix
2026-03-17 11:20:33.864359;1137;Recife;Carlos Silva;SmartTV OLED 4k TCL;Carl Rosenquist;masculino;boleto
2026-03-17 14:29:34.534457;1138;Natal;Clara Neves;PlayStation 5;Joyce Mahan;feminino;cartão de crédito
2026-03-17 16:10:33.559020;1139;Salvador;Francisco José;Geladeira Eletrolux;Arlene Smith;feminino;cartão de crédito
2026-03-17 17:24:32.204024;1140;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;Doris Knox;feminino;cartão de crédito
2026-03-17 17:40:34.533648;1141;Natal;Clara Neves;Smartphone Samsung Galaxy;Reed Hacker;masculino;cartão de crédito
2026-03-17 19:53:35.752215;1142;Salvador;Carla Montenegro;Smartphone Samsung Galaxy;Janet Res;feminino;cartão de crédito
2026-03-18 14:17:36.317834;1143;São Paulo;Maurício Peçanha;PlayStation 5;Ashley Cunningham;feminino;cartão de crédito
2026-03-18 15:14:33.213508;1144;São Paulo;Floriana Peixoto;Geladeira Eletrolux;Julie Fast;feminino;boleto
2026-03-18 15:49:35.395113;1145;Natal;João Pedro;Smartwatch QCY;Matthew Garland;masculino;pix
2026-03-18 16:15:32.364795;1146;Fortaleza;Matheus Pereira;PlayStation 5;Marilyn Simpson;feminino;pix
2026-03-18 16:29:32.817380;1147;Natal;Clara Neves;Geladeira Eletrolux;John Singletary;masculino;dinheiro
2026-03-18 18:09:35.337057;1148;Salvador;Carla Montenegro;Smartwatch QCY;Mattie Furey;feminino;boleto
2026-03-18 20:42:36.006584;1149;Natal;João Pedro;SmartTV OLED 4k TCL;Mamie Hunter;feminino;pix
2026-03-19 12:33:33.973674;1150;São Paulo;Maurício Peçanha;Smartphone Samsung Galaxy;Larry Meyer;masculino;dinheiro
2026-03-19 12:47:35.258680;1151;Salvador;Carla Montenegro;PlayStation 5;David Martin;masculino;dinheiro
2026-03-19 14:33:36.328037;1152;São Paulo;Maurício Peçanha;Smartphone Samsung Galaxy;Sarah Mcgill;feminino;pix
2026-03-19 15:13:33.089203;1153;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;Mary Bowman;feminino;dinheiro
2026-03-19 16:17:32.215184;1154;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;Robert Otwell;masculino;cartão de crédito
2026-03-19 18:18:32.317045;1155;Fortaleza;Matheus Pereira;Geladeira Eletrolux;Paul Talton;masculino;pix
2026-03-19 20:14:35.486504;1156;Natal;João Pedro;SmartTV OLED 4k TCL;Melissa Massey;feminino;pix
2026-03-20 11:10:32.218589;1157;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;Daniel Lyle;masculino;dinheiro
2026-03-20 11:50:32.498088;1158;Recife;Carlos Silva;Smartphone Samsung Galaxy;Darin Perisho;masculino;dinheiro
2026-03-20 12:11:35.053414;1159;São Paulo;Maurício Peçanha;Geladeira Eletrolux;Rebecca Talmadge;feminino;pix
2026-03-20 12:32:32.301394;1160;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;Joseph Cornwell;masculino;dinheiro
2026-03-20 13:12:34.691203;1161;Fortaleza;Matheus Pereira;Geladeira Eletrolux;Eugene Munn;masculino;cartão de crédito
2026-03-20 15:52:33.101292;1162;Fortaleza;Ana Oliveira;Smartphone Samsung Galaxy;Lorena Nagel;feminino;boleto
2026-03-20 18:53:35.675442;1163;Recife;Fernanda Costa;Smartphone Samsung Galaxy;Ruth Jones;feminino;cartão de crédito
2026-03-21 10:57:35.712187;1164;Natal;João Pedro;Geladeira Eletrolux;John Thornton;masculino;boleto
2026-03-21 17:06:36.503167;1165;Salvador;Francisco José;SmartTV OLED 4k TCL;Laurie Laney;feminino;pix
2026-03-21 17:16:35.066819;1166;Recife;Carlos Silva;Smartphone Samsung Galaxy;Gertrude West;feminino;cartão de crédito
2026-03-21 19:04:34.334084;1167;Natal;João Pedro;SmartTV OLED 4k TCL;Nicholas Patterson;masculino;boleto
2026-03-21 20:29:34.072784;1168;São Paulo;Maurício Peçanha;Smartphone Samsung Galaxy;Gary Rost;masculino;dinheiro
2026-03-22 09:49:33.546268;1169;Recife;Carlos Silva;Smartphone Samsung Galaxy;Lydia Reid;feminino;dinheiro
2026-03-22 12:43:32.473082;1170;Natal;João Pedro;Geladeira Eletrolux;Gustavo Doody;masculino;cartão de crédito
2026-03-22 12:50:35.839238;1171;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Paul Ellinger;masculino;cartão de crédito
2026-03-22 14:38:34.988260;1172;Salvador;Francisco José;Smartwatch QCY;Mike Coats;masculino;pix
2026-03-22 14:43:36.331964;1173;Salvador;Carla Montenegro;Smartwatch QCY;Calvin Cintron;masculino;boleto
2026-03-22 19:39:33.976423;1174;Salvador;Carla Montenegro;Smartwatch QCY;William Seldon;masculino;boleto
2026-03-22 20:36:36.318484;1175;São Paulo;Maurício Peçanha;PlayStation 5;Ruth Moss;feminino;cartão de crédito
2026-03-23 12:44:36.394287;1176;Fortaleza;Ana Oliveira;Smartphone Samsung Galaxy;Debra Banuelos;feminino;pix
2026-03-23 13:21:35.351181;1177;Salvador;Francisco José;Geladeira Eletrolux;Molly Colon;feminino;dinheiro
2026-03-24 10:28:32.934130;1178;Natal;Clara Neves;Smartwatch QCY;John Taul;masculino;cartão de crédito
2026-03-24 11:36:33.158393;1179;Fortaleza;Ana Oliveira;Smartwatch QCY;Thomas Gill;masculino;dinheiro
2026-03-24 13:28:34.041298;1180;Natal;João Pedro;SmartTV OLED 4k TCL;Jean Acuna;feminino;pix
2026-03-24 13:42:33.584260;1181;Fortaleza;Ana Oliveira;Smartwatch QCY;Thomas Vosburg;masculino;boleto
2026-03-24 15:54:33.554164;1182;Recife;Carlos Silva;Smartwatch QCY;Mildred Carroll;feminino;cartão de crédito
2026-03-24 18:55:33.546452;1183;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;Rachel Beasley;feminino;pix
2026-03-25 09:47:34.356878;1184;Salvador;Francisco José;Geladeira Eletrolux;Gladys Norman;feminino;pix
2026-03-25 09:52:33.254763;1185;Salvador;Carla Montenegro;SmartTV OLED 4k TCL;James Kershaw;masculino;cartão de crédito
2026-03-25 10:56:33.564415;1186;Fortaleza;Ana Oliveira;SmartTV OLED 4k TCL;Helen Underdown;feminino;dinheiro
2026-03-25 11:21:32.366627;1187;Salvador;Carla Montenegro;Smartphone Samsung Galaxy;Gregory Solberg;masculino;boleto
2026-03-25 12:37:33.563971;1188;Natal;João Pedro;Smartwatch QCY;Thomas Todd;masculino;cartão de crédito
2026-03-25 13:50:34.111984;1189;Salvador;Francisco José;Smartphone Samsung Galaxy;Mary Arnold;feminino;cartão de crédito
2026-03-25 16:11:35.481359;1190;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Etta Ison;feminino;boleto
2026-03-25 16:19:35.362285;1191;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Salvador Rodgers;masculino;pix
2026-03-25 18:15:33.331469;1192;São Paulo;Maurício Peçanha;Smartwatch QCY;Renee Hannah;feminino;cartão de crédito
2026-03-26 15:33:34.717464;1193;Recife;Carlos Silva;Geladeira Eletrolux;Linda Snell;feminino;boleto
2026-03-26 17:04:33.973802;1194;Natal;Clara Neves;Smartwatch QCY;Michael Roger;masculino;cartão de crédito
2026-03-26 17:10:34.180638;1195;São Paulo;Floriana Peixoto;Smartwatch QCY;Cody Currie;masculino;pix
2026-03-26 18:07:32.958438;1196;Salvador;Carla Montenegro;Geladeira Eletrolux;Erika Mcclellan;feminino;pix
2026-03-26 19:24:35.149642;1197;Recife;Fernanda Costa;PlayStation 5;Glen Harper;masculino;dinheiro
2026-03-27 12:55:33.707468;1198;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;Kevin Dardar;masculino;cartão de crédito
2026-03-27 14:14:34.922356;1199;Natal;Clara Neves;Smartphone Samsung Galaxy;Catherine Simons;feminino;cartão de crédito
2026-03-27 16:18:34.267414;1200;São Paulo;Floriana Peixoto;Smartphone Samsung Galaxy;Savannah Hills;feminino;pix
2026-03-27 19:57:32.906987;1201;São Paulo;Floriana Peixoto;PlayStation 5;Dorothy Medina;feminino;cartão de crédito
2026-03-28 12:01:32.998497;1202;Recife;Carlos Silva;Smartwatch QCY;Sonia Giles;feminino;pix
2026-03-28 12:31:34.727615;1203;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Agnes Chambers;feminino;dinheiro
2026-03-28 18:20:32.333262;1204;São Paulo;Floriana Peixoto;Smartwatch QCY;Karen Mojica;feminino;cartão de crédito
2026-03-28 18:43:33.500006;1205;Natal;João Pedro;PlayStation 5;Gilberto Robinson;masculino;pix
2026-03-28 20:42:35.313294;1206;São Paulo;Maurício Peçanha;Smartwatch QCY;John Carr;masculino;boleto
2026-03-29 10:23:34.261156;1207;Recife;Carlos Silva;Smartwatch QCY;Linda Melcher;feminino;pix
2026-03-29 13:15:34.996887;1208;Recife;Carlos Silva;Geladeira Eletrolux;Donald Guererro;masculino;dinheiro
2026-03-29 15:06:32.414874;1209;Salvador;Francisco José;PlayStation 5;Nona Santander;feminino;dinheiro
2026-03-29 15:47:35.927161;1210;Recife;Carlos Silva;Smartwatch QCY;Barbara Huberty;feminino;cartão de crédito
